latitude,longitude,curah_hujan,Penggunaan_Lahan,Jenis_Tanah,Kategori_Curah_Hujan,Ket_Jenis_Tanah,Ket_Penggunaan_Lahan
-7.020338,107.680783,2173.98,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.018606201,107.6845426,2169.02,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.017225001,107.689092,2159.44,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.009679,107.693592,2156.8,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.000522298,107.6898726,2166.78,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.000903011,107.6757862,2189.39,0.625,0.7142857142857142,0.33333333333333337,Aluvial,Sawah
-7.006233004,107.674644,2191.19,1.0,0.7142857142857142,0.33333333333333337,Aluvial,Permukiman
-7.022413339,107.6626516,2198.1,1.0,0.5714285714285714,0.33333333333333337,Latosol,Permukiman
-7.031360112,107.6590348,2190.68,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.043139001,107.660074,2179.5,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.048127,107.673082,2157.32,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.050966871,107.6805451,2148.25,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.064802,107.684602,2131.2,0.0,0.5714285714285714,0.33333333333333337,Latosol,Perkebunan/Kebun
-7.073604999,107.711113,2100.5,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.063826,107.705425,2108.84,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.057248648,107.695964,2124.42,1.0,0.5714285714285714,0.33333333333333337,Latosol,Permukiman
-7.058771503,107.6992001,2118.59,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.063149711,107.6984387,2118.11,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.071443,107.683172,2126.19,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.063530425,107.6904437,2125.04,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.067147206,107.6902533,2123.52,1.0,0.5714285714285714,0.33333333333333337,Latosol,Permukiman
-7.070954343,107.6902533,2120.56,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.066766492,107.698629,2115.52,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.072667555,107.6974869,2111.81,0.0,0.5714285714285714,0.33333333333333337,Latosol,Perkebunan/Kebun
-7.058136,107.569102,2205.23,1.0,0.5714285714285714,0.33333333333333337,Latosol,Permukiman
-7.073354595,107.5077754,2268.75,0.5,0.5714285714285714,0.33333333333333337,Latosol,Tegalan/Ladang
-7.072031,107.534009,2234.72,0.0,0.5714285714285714,0.33333333333333337,Latosol,Perkebunan/Kebun
-7.053398,107.556817,2223.44,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.060509,107.552319,2222.97,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.06121,107.549712,2225.92,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.073001999,107.544986,2218.22,0.75,0.5714285714285714,0.33333333333333337,Latosol,Sawah Tadah Hujan
-7.05836399,107.5356151,2249.43,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.049224,107.53415,2259.26,0.75,0.5714285714285714,0.33333333333333337,Latosol,Sawah Tadah Hujan
-7.037389001,107.530477,2267.2,0.625,0.5714285714285714,0.33333333333333337,Latosol,Sawah
-7.031176,107.537525,2257.42,1.0,1.0,0.33333333333333337,Clay,Permukiman
-7.036074972,107.5273748,2269.63,1.0,0.5714285714285714,0.33333333333333337,Latosol,Permukiman
-7.027040999,107.514911,2279.91,1.0,1.0,0.33333333333333337,Clay,Permukiman
